ID,ORIGINAL,TRANSLATE,CRASH,LIMITED
3578,OBJECT_SPOOKY_WOOD_BURROW_03,Корни дерева,Ландшафт (не поднять),0
3579,OBJECT_SPOOKY_WOOD_TREESTUMP_01,Пень,Ландшафт (не поднять),0
3580,OBJECT_SPOOKY_WOOD_TREESTUMP_02,Пень,Ландшафт (не поднять),0
3581,OBJECT_SPOOKY_WOOD_TREESTUMP_03,Пень,Ландшафт (не поднять),0
3582,OBJECT_SPOOKY_WOOD_TREESTUMP_04,Пень,Ландшафт (не поднять),0
3583,OBJECT_SPOOKY_WOOD_TREESTUMP_05,Дерево,Ландшафт (не поднять),0
3584,OBJECT_SPOOKY_WOOD_FENCE_GATE,Деревянная ограда,Ландшафт (не поднять),0
3585,OBJECT_SPOOKY_WOOD_FENCE_POST,Деревянный кол,Ландшафт (не поднять),0
3586,OBJECT_SPOOKY_WOOD_FENCE_SINGLE,Деревянная ограда,Ландшафт (не поднять),0
3587,OBJECT_SPOOKY_WOOD_FENCE_TRIPLE,Деревянная ограда,Ландшафт (не поднять),0
3588,OBJECT_CAVE_ENTRANCE_SPOOKY_WOODS,Ландшафт входа в пещеру,Ландшафт (не поднять),0
3589,OBJECT_SPOOKY_BULBSTOOL_SINGLE,Снежок,Ландшафт (не поднять),0
3590,OBJECT_SPOOKY_BULBSTOOL_CLUMP_BIG,Снежки,Ландшафт (не поднять),0
3591,OBJECT_SPOOKY_BULBSTOOL_CLUMP_MEDIUM,Снежки,Ландшафт (не поднять),0
3592,OBJECT_SPOOKY_BULBSTOOL_CLUMP_SMALL,Снежки,Ландшафт (не поднять),0
3593,OBJECT_SPOOKY_TOADSTOOL_SINGLE,Гриб,Ландшафт (не поднять),0
3594,OBJECT_SPOOKY_TOADSTOOL_CLUMP_MEDIUM,Гриб,Ландшафт (не поднять),0
3595,OBJECT_SPOOKY_TOADSTOOL_CLUMP_SMALL,Гриб,Ландшафт (не поднять),0
3596,OBJECT_SPOOKY_ROOTS_01,Корень,Ландшафт (не поднять),0
3597,OBJECT_SPOOKY_ROOTS_02,Корень,Ландшафт (не поднять),0
3598,OBJECT_SPOOKY_ROOTS_03,Корень,Ландшафт (не поднять),0
3599,OBJECT_SPOOKY_ROOTS_04,Корень,Ландшафт (не поднять),0
3600,OBJECT_SPOOKY_ROOTS_05,Корень,Ландшафт (не поднять),0
3601,OBJECT_SPOOKY_ROOTS_06,Корень,Ландшафт (не поднять),0
3602,OBJECT_SPOOKY_ROOTS_07,Корень,Ландшафт (не поднять),0
3603,OBJECT_SPOOKY_ROOTS_08,Корень,Ландшафт (не поднять),0
3604,OBJECT_SPOOKY_THORNBUSH,Колючая трава,Ландшафт (не поднять),0
3605,OBJECT_SPOOKY_THORNBUSH_SMALL,Колючая трава,Ландшафт (не поднять),0
3606,OBJECT_SPOOKY_TREE_01,Дерево,Ландшафт (не поднять),0
3607,OBJECT_SPOOKY_TREE_02,Дерево,Ландшафт (не поднять),0
3608,OBJECT_SPOOKY_TREE_03,Дерево,Ландшафт (не поднять),0
3609,OBJECT_SPOOKY_WHIPPYBRANCHES,Куст,Ландшафт (не поднять),0
3610,OBJECT_SPOOKY_TREE_SMALL,Дерево,Ландшафт (не поднять),0
3611,OBJECT_SPOOKY_NIGHTSHADE_01,Цветок,Ландшафт (не поднять),0
3612,OBJECT_SPOOKY_NIGHTSHADE_02,Цветок,Ландшафт (не поднять),0
3613,OBJECT_EXPRESSION_DUMMY_TEMPLATE,СБОЙ (Шаблон для шаблона шаблонов жеста),СБОЙ (вылетает игра),1
3614,OBJECT_EXPRESSION_OPINION_DUMMY,СБОЙ (Шаблон для шаблонов жестов ID:3615-3620),СБОЙ (вылетает игра),1
3615,OBJECT_EXPRESSION_OFFENSIVE_DUMMY,"СБОЙ (Шаблон для ""оскорбительных"" жестов ID: 3635-3636, 3641)",СБОЙ (вылетает игра),1
3616,OBJECT_EXPRESSION_ATTRACTIVE_DUMMY,"СБОЙ (Шаблон для ""привлекательных"" жестов ID:3629-3631)",СБОЙ (вылетает игра),1
3617,OBJECT_EXPRESSION_SCARY_DUMMY,"СБОЙ (Шаблон для ""пугающих"" жестов ID:3632-3634)",СБОЙ (вылетает игра),1
3618,OBJECT_EXPRESSION_AGREEABLE_DUMMY,"СБОЙ (Шаблон для ""приятных"" жестов ID:3642-3655)",СБОЙ (вылетает игра),1
3619,OBJECT_EXPRESSION_UGLY_DUMMY,СБОЙ (Шаблон для жестов ID:3637-3638),СБОЙ (вылетает игра),1
3620,OBJECT_EXPRESSION_RIDICULOUS_DUMMY,СБОЙ (Шаблон для жеста ID:3640),СБОЙ (вылетает игра),1
3621,OBJECT_EXPRESSION_FOLLOW_DUMMY,За мной,Жесты [не заспаунить через FableMenu],0
3622,OBJECT_EXPRESSION_WAIT_DUMMY,Жди здесь,Жесты [не заспаунить через FableMenu],0
3623,OBJECT_EXPRESSION_BANDIT_WAVE_1_DUMMY,Разбойник,Жесты [не заспаунить через FableMenu],0
3624,OBJECT_EXPRESSION_BANDIT_WAVE_2_DUMMY,Разбойник,Жесты [не заспаунить через FableMenu],0
3625,OBJECT_EXPRESSION_INSULT_01_DUMMY,Оскорбление,Жесты [не заспаунить через FableMenu],0
3626,OBJECT_EXPRESSION_INSULT_02_DUMMY,Оскорбление,Жесты [не заспаунить через FableMenu],0
3627,OBJECT_EXPRESSION_INSULT_03_DUMMY,Оскорбление,Жесты [не заспаунить через FableMenu],0
3628,OBJECT_EXPRESSION_INSULT_04_DUMMY,Оскорбление,Жесты [не заспаунить через FableMenu],0
3629,OBJECT_EXPRESSION_HEROIC_STANCE_DUMMY,Герой-Любовник,Жесты [не заспаунить через FableMenu],0
3630,OBJECT_EXPRESSION_FLIRT_DUMMY,Флирт,Жесты [не заспаунить через FableMenu],0
3631,OBJECT_EXPRESSION_APOLOGY_DUMMY,Извинение,Жесты [не заспаунить через FableMenu],0
3632,OBJECT_EXPRESSION_SNEER_DUMMY,Бу-га-га,Жесты [не заспаунить через FableMenu],0
3633,OBJECT_EXPRESSION_EVIL_LAUGH_DUMMY,Ужасный Хохот,Жесты [не заспаунить через FableMenu],0
3634,OBJECT_EXPRESSION_BATTLE_CRY_DUMMY,Кровожвдный Рев,Жесты [не заспаунить через FableMenu],0
3635,OBJECT_EXPRESSION_PELVIC_THRUST_DUMMY,Страшное Оскорбление,Жесты [не заспаунить через FableMenu],0
3636,OBJECT_EXPRESSION_MIDDLE_FINGER_DUMMY,Палец,Жесты [не заспаунить через FableMenu],0
3637,OBJECT_EXPRESSION_BELCH_DUMMY,Отрыжка,Жесты [не заспаунить через FableMenu],0
3638,OBJECT_EXPRESSION_FART_DUMMY,Ой-Это-Не-Я,Жесты [не заспаунить через FableMenu],0
3639,OBJECT_EXPRESSION_VICTORY_PUMP_DUMMY,Вот-Вам,Жесты [не заспаунить через FableMenu],0
3640,OBJECT_EXPRESSION_GIGGLE_DUMMY,Хи-Хи,Жесты [не заспаунить через FableMenu],0
3641,OBJECT_EXPRESSION_SHIT_DUMMY,Оскорбление,Жесты [не заспаунить через FableMenu],0
3642,OBJECT_EXPRESSION_THANKS_DUMMY,Благодарность,Жесты [не заспаунить через FableMenu],0
3643,OBJECT_EXPRESSION_COCK_A_DOODLE_DO_DUMMY,Ку-ка-ре-ку!,Жесты [не заспаунить через FableMenu],0
3644,OBJECT_EXPRESSION_CROTCH_GRAB_DUMMY,Ап!,Жесты [не заспаунить через FableMenu],0
3645,OBJECT_EXPRESSION_KISS_MY_ASS_DUMMY,Поцелуй-меня-в-зад,Жесты [не заспаунить через FableMenu],0
3646,OBJECT_EXPRESSION_FLAMENCO_DUMMY,Фламенко,Жесты [не заспаунить через FableMenu],0
3647,OBJECT_EXPRESSION_COSSACK_DUMMY,Казачок,Жесты [не заспаунить через FableMenu],0
3648,OBJECT_EXPRESSION_AIR_GUITAR_DUMMY,Рок-звезда,Жесты [не заспаунить через FableMenu],0
3649,OBJECT_EXPRESSION_BALLET_DUMMY,Балет,Жесты [не заспаунить через FableMenu],0
3650,OBJECT_EXPRESSION_SATURDAY_NIGHT_FEVER_DUMMY,Диско,Жесты [не заспаунить через FableMenu],0
3651,OBJECT_EXPRESSION_TAP_DUMMY,Чечетка,Жесты [не заспаунить через FableMenu],0
3652,OBJECT_EXPRESSION_Y_DUMMY,Йерон,Жесты [не заспаунить через FableMenu],0
3653,OBJECT_EXPRESSION_M_DUMMY,Морик,Жесты [не заспаунить через FableMenu],0
3654,OBJECT_EXPRESSION_C_DUMMY,Кальран,Жесты [не заспаунить через FableMenu],0
3655,OBJECT_EXPRESSION_A_DUMMY,Ависто,Жесты [не заспаунить через FableMenu],0
3656,OBJECT_EXPRESSION_PICKPOCKET_DUMMY,Карманник,Жесты [не заспаунить через FableMenu],0
3657,OBJECT_EXPRESSION_PICKLOCK_DUMMY,Взлом,Жесты [не заспаунить через FableMenu],0
3658,OBJECT_EXPRESSION_STEAL_DUMMY,Кража,Жесты [не заспаунить через FableMenu],0
3659,OBJECT_FISHING_SPOT_DUMMY,Ничего не появляется,"Ничего не появляется, сбоя нет",0
3660,OBJECT_QUEST_CARD,Ничего не появляется,"Ничего не появляется, сбоя нет",0
3661,OBJECT_ACTIVATION_RECEPTOR_DOOR_TEMPLATE,СБОЙ,СБОЙ (вылетает игра),1
3662,OBJECT_WALL_MOUNT_TEMPLATE,Ничего не появляется,"Ничего не появляется, сбоя нет",0
3663,OBJECT_PATROL_MARKER,Ничего не появляется,"Ничего не появляется, сбоя нет",0
3664,OBJECT_DEAD_BANDIT,Труп разбойника,Ландшафт (не поднять),0
3672,OBJECT_LPDD_FIREHEART_01,Огненное сердце,Прочее,0
3673,OBJECT_LPDD_FIREHEART_CS,Огненное сердце,Прочее,0
3674,OBJECT_LPDD_FIREHEART_FX,Огненное сердце,Прочее,0
3675,OBJECT_JACK_MASK_CUTSCENE,Ничего не появляется,"Ничего не появляется, сбоя нет",0
3676,OBJECT_LPDD_CRYSTAL_01,Ледяной кристалл (полый),Ландшафт (не поднять),0
3677,OBJECT_LPDD_TILE_MOON_01,Плита с изображением луны,Ландшафт (не поднять),0
3678,OBJECT_LPDD_TILE_SUN_01,Плита с изображением солнца,Ландшафт (не поднять),0
3679,OBJECT_DD_PUZZLE_CUBE_01,Кубик,Ландшафт (не поднять),0
3680,OBJECT_DD_PUZZLE_CUBE_02,Кубик,Ландшафт (не поднять),0
3681,OBJECT_DD_PUZZLE_CUBE_03,Кубик,Ландшафт (не поднять),0
3682,OBJECT_DD_PUZZLE_CUBE_04,Кубик,Ландшафт (не поднять),0
3683,OBJECT_DD_PUZZLE_CUBE_05,Кубик,Ландшафт (не поднять),0
3684,OBJECT_BARREL_BREAKABLE,Бочка (можно сломать),Ландшафт (не поднять),0
3685,OBJECT_BARREL_EXPLODING,Бочка (можно взорвать),Ландшафт (не поднять),0
3686,OBJECT_BARREL_UNBREAKABLE,Бочка,Ландшафт (не поднять),0
3687,OBJECT_BARREL_UNBREAKABLE_BARRIER,Бочка,Ландшафт (не поднять),0
3688,OBJECT_CHEST_OPENABLE,Деревянный сундук (можно открыть),Ландшафт (не поднять),0
3689,OBJECT_SILVERKEY_CHEST_5,Серебряный сундук (на 5 ключей),Ландшафт (не поднять),0
3690,OBJECT_SILVERKEY_CHEST_10,Серебряный сундук (на 10 ключей),Ландшафт (не поднять),0
3691,OBJECT_SILVERKEY_CHEST_25,Серебряный сундук (на 15 ключей),Ландшафт (не поднять),0
3692,OBJECT_SILVERKEY_CHEST_50,Серебряный сундук (на 20 ключей),Ландшафт (не поднять),0
3693,OBJECT_SILVERKEY_CHEST_75,Серебряный сундук (на 25 ключей),Ландшафт (не поднять),0
3694,OBJECT_SILVERKEY_CHEST_100,Серебряный сундук (на 30 ключей),Ландшафт (не поднять),0
3695,OBJECT_CHEST_REWARD_ON_DEATH,Мешочек,Ландшафт (не поднять),0
3696,OBJECT_TELEPORTER_BUYABLE_HOUSE_01,Символ печати Гильдии,Ландшафт (не поднять),0
3697,OBJECT_TELEPORTER_GRIFFONS_01,Постамент телепорта с Гриффонами,Ландшафт (не поднять),0
3698,OBJECT_GENERATOR,Большая бочка,Ландшафт (не поднять),0
3699,OBJECT_BS_SIGN_POST_DIRECTION_01,Указатель,Ландшафт (не поднять),0
3700,OBJECT_BS_SIGNPOST_PLAQUE_01,Табличка,Ландшафт (не поднять),0
3701,OBJECT_BW_SIGN_POST_DIRECTION_01,Указатель (деревянный),Ландшафт (не поднять),0
3702,OBJECT_BW_SIGN_POST_DIRECTION_02,Указатель (деревянный),Ландшафт (не поднять),0
3703,OBJECT_BW_SIGNPOST_PLAQUE_01,Табличка (деревянная),Ландшафт (не поднять),0
3704,OBJECT_OK_SIGNPOST_DIRECTION_01,Указатель (металлический),Ландшафт (не поднять),0
3705,OBJECT_OK_SIGNPOST_PLAQUE_01,Табличка (металлическая),Ландшафт (не поднять),0
3706,OBJECT_BUYABLE_HOUSE_MAIN_SIGNPOST,Табличка о продаже дома,Ландшафт (не поднять),0
3707,OBJECT_BUYABLE_HOUSE_DRESSING_SIGNPOST,Табличка об улучшении дома,Ландшафт (не поднять),0
3708,OBJECT_BUYABLE_HOUSE_OWNED_SIGNPOST,Табличка о владении домом,Ландшафт (не поднять),0
3709,OBJECT_BUYABLE_HOUSE_RENT_SIGNPOST,Табличка о сдаче дома в аренду,Ландшафт (не поднять),0
3710,OBJECT_QUEST_CARD_OAKVALE_INTRO,Карточка с заданием,Ландшафт (не поднять),0
3711,OBJECT_QUEST_CARD_PROTECT_FARM,Карточка с заданием,Ландшафт (не поднять),0
3712,OBJECT_QUEST_CARD_PROTECT_FARM_EVIL,Карточка с заданием,Ландшафт (не поднять),0
3713,OBJECT_QUEST_CARD_WASP_MENACE,Карточка с заданием,Ландшафт (не поднять),0
3714,OBJECT_QUEST_CARD_WHITE_BALVERINE_KNOTHOLE_GLADE,Карточка с заданием,Ландшафт (не поднять),0
3715,OBJECT_QUEST_CARD_ARENA,Карточка с заданием,Ландшафт (не поднять),0
3716,OBJECT_QUEST_CARD_ASK_ORACLE,Карточка с заданием,Ландшафт (не поднять),0
3717,OBJECT_QUEST_CARD_DARKWOOD_TRADER_ESCORT,Карточка с заданием,Ландшафт (не поднять),0
3718,OBJECT_QUEST_CARD_FIRE_HEART,Карточка с заданием,Ландшафт (не поднять),0
3719,OBJECT_QUEST_CARD_HOBBE_CONTEST,Карточка с заданием,Ландшафт (не поднять),0
3720,OBJECT_QUEST_CARD_COMBAT_MELEE,Карточка с заданием,Ландшафт (не поднять),0
3721,OBJECT_QUEST_CARD_COMBAT_SKILL,Карточка с заданием,Ландшафт (не поднять),0
3722,OBJECT_QUEST_CARD_COMBAT_WILL,Карточка с заданием,Ландшафт (не поднять),0
3723,OBJECT_QUEST_CARD_TRADER_PATH,Карточка с заданием,Ландшафт (не поднять),0
3724,OBJECT_QUEST_CARD_COMBAT_MELEE_EVIL,Карточка с заданием,Ландшафт (не поднять),0
3725,OBJECT_QUEST_CARD_BOUNTY_HUNT,Карточка с заданием,Ландшафт (не поднять),0
3726,OBJECT_QUEST_CARD_MAD_BOMBER,Карточка с заданием,Ландшафт (не поднять),0
3727,OBJECT_QUEST_CARD_BREAK_SIEGE,Карточка с заданием,Ландшафт (не поднять),0
3728,OBJECT_QUEST_CARD_TALENTLESS_BARD,Карточка с заданием,Ландшафт (не поднять),0
3729,OBJECT_QUEST_CARD_BANDIT_CAMP,Карточка с заданием,Ландшафт (не поднять),0
3730,OBJECT_QUEST_CARD_BANDIT_CAMP_TWO,Карточка с заданием,Ландшафт (не поднять),0
3731,OBJECT_QUEST_CARD_MINION_CLIFFTOP_CHASE,Карточка с заданием,Ландшафт (не поднять),0
3732,OBJECT_QUEST_CARD_GUARDIAN_SISTER_INFO_FIRST,Карточка с заданием,Ландшафт (не поднять),0
3733,OBJECT_QUEST_CARD_GUARDIAN_SISTER_INFO_SECOND,Карточка с заданием,Ландшафт (не поднять),0
3734,OBJECT_QUEST_CARD_SCYTHE_INFO,Карточка с заданием,Ландшафт (не поднять),0
3735,OBJECT_QUEST_CARD_GUARDIAN_TROPHY_DEALER_INFO,Карточка с заданием,Ландшафт (не поднять),0
